questionnaire_id,stakeholder_raw,stakeholder,is_group_level,bias_type,domain,harm_family,harm,votes,llm_selected,total_votes,vote_share
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,diminished health and well-being,13,0,36,0.3611111111111111
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,economic loss,1,0,36,0.027777777777777776
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,increased labor,5,1,36,0.1388888888888889
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,loss of agency or control,5,0,36,0.1388888888888889
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,opportunity loss,3,0,36,0.08333333333333333
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,privacy violation,2,0,36,0.05555555555555555
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,service or benefit loss,3,0,36,0.08333333333333333
14,Healthcare Institution,healthcare institution,False,algorithmic,diagnosis,individual,technology-facilitated violence,0,0,36,0.0
15,Company,company,False,measurement,hiring,individual,alienation,2,0,23,0.08695652173913043
15,Company,company,False,measurement,hiring,individual,diminished health and well-being,5,0,23,0.21739130434782608
15,Company,company,False,measurement,hiring,individual,economic loss,2,0,23,0.08695652173913043
15,Company,company,False,measurement,hiring,individual,increased labor,1,0,23,0.043478260869565216
15,Company,company,False,measurement,hiring,individual,loss of agency or control,0,0,23,0.0
15,Company,company,False,measurement,hiring,individual,opportunity loss,5,0,23,0.21739130434782608
15,Company,company,False,measurement,hiring,individual,privacy violation,0,0,23,0.0
15,Company,company,False,measurement,hiring,individual,service or benefit loss,7,1,23,0.30434782608695654
15,Company,company,False,measurement,hiring,individual,technology-facilitated violence,1,0,23,0.043478260869565216
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,alienation,2,0,26,0.07692307692307693
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,diminished health and well-being,5,0,26,0.19230769230769232
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,economic loss,5,0,26,0.19230769230769232
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,increased labor,6,1,26,0.23076923076923078
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,loss of agency or control,6,0,26,0.23076923076923078
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,opportunity loss,0,0,26,0.0
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,privacy violation,1,0,26,0.038461538461538464
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,service or benefit loss,1,0,26,0.038461538461538464
15,Healthcare Insitution,healthcare institution,False,deployment,diagnosis,individual,technology-facilitated violence,0,0,26,0.0
